Id,PAXCOUNT,SALESCHANNEL,TRIPTYPEDESC,PURCHASELEAD,LENGTHOFSTAY,flight_hour,flight_day,ROUTE,geoNetwork_country,BAGGAGE_CATEGORY,SEAT_CATEGORY,FNB_CATEGORY,INS_FLAG,flightDuration_hour
49276,1,Internet,RoundTrip,28,6,1,Thu,MYYPER,Malaysia,1,0,1,0,5.62
49277,1,Internet,RoundTrip,49,6,13,Wed,MYYPER,Australia,1,1,1,0,5.62
49278,4,Internet,RoundTrip,163,6,11,Wed,MYYPER,Malaysia,1,0,0,0,5.62
49279,4,Internet,RoundTrip,150,6,14,Sat,MYYPER,Malaysia,1,0,0,0,5.62
49280,1,Internet,RoundTrip,5,6,10,Tue,MYYPUS,South Korea,0,1,1,1,6.33
49281,2,Internet,RoundTrip,387,6,7,Sun,MYYPUS,Malaysia,0,0,0,0,6.33
49282,2,Internet,RoundTrip,168,6,11,Wed,MYYSYD,Malaysia,0,0,0,0,8.58
49283,3,Internet,RoundTrip,97,6,3,Sat,MYYSYD,Malaysia,1,1,0,1,8.58
49284,1,Internet,RoundTrip,32,6,2,Tue,MYYXIY,Brunei,1,0,1,0,5
49285,1,Internet,RoundTrip,3,6,9,Tue,OOLPEN,Malaysia,1,1,1,1,8.83
49286,2,Internet,RoundTrip,235,6,11,Thu,OOLPEN,Malaysia,1,0,0,1,8.83
49287,4,Internet,RoundTrip,372,6,5,Fri,OOLPEN,Singapore,1,1,0,0,8.83
49288,6,Internet,RoundTrip,69,6,11,Sun,OOLPEN,Malaysia,1,1,0,0,8.83
49289,1,Internet,RoundTrip,139,6,2,Fri,OOLPEN,Malaysia,0,0,0,0,8.83
49290,1,Internet,RoundTrip,8,6,7,Mon,OOLPEN,Malaysia,1,1,0,0,8.83
49291,1,Internet,RoundTrip,46,6,13,Sat,OOLPEN,Malaysia,1,0,1,0,8.83
49292,1,Internet,RoundTrip,24,6,11,Fri,OOLPEN,Australia,0,1,1,0,8.83
49293,2,Internet,RoundTrip,91,6,8,Wed,OOLPEN,Malaysia,1,0,1,0,8.83
49294,1,Internet,RoundTrip,185,6,16,Thu,OOLPEN,Australia,1,1,1,0,8.83
49295,1,Internet,RoundTrip,46,6,14,Thu,OOLPEN,Malaysia,1,0,0,1,8.83
49296,1,Internet,RoundTrip,8,6,0,Fri,OOLPEN,Malaysia,1,0,1,0,8.83
49297,5,Internet,RoundTrip,78,6,16,Mon,OOLPEN,Malaysia,1,1,1,0,8.83
49298,1,Internet,RoundTrip,46,6,11,Mon,OOLPEN,Australia,1,0,1,0,8.83
49299,4,Mobile,RoundTrip,233,6,3,Mon,OOLPEN,Malaysia,1,1,0,0,8.83
49300,3,Mobile,RoundTrip,145,6,13,Wed,OOLPEN,Malaysia,1,0,1,0,8.83
49301,1,Internet,RoundTrip,14,6,9,Wed,OOLPEN,Australia,1,1,1,1,8.83
49302,6,Internet,RoundTrip,119,6,11,Sat,OOLPEN,Malaysia,1,1,1,1,8.83
49303,1,Mobile,RoundTrip,66,6,5,Fri,OOLPEN,Malaysia,1,1,1,0,8.83
49304,2,Mobile,RoundTrip,78,6,4,Wed,OOLPEN,Malaysia,1,1,0,0,8.83
49305,2,Internet,RoundTrip,258,6,17,Sat,OOLPEN,Malaysia,1,1,1,1,8.83
49306,1,Internet,RoundTrip,29,6,22,Wed,OOLPEN,Australia,1,0,1,0,8.83
49307,1,Mobile,RoundTrip,36,6,4,Fri,OOLPEN,Australia,0,0,1,0,8.83
49308,1,Internet,RoundTrip,1,6,7,Tue,OOLPNH,Australia,0,0,0,0,8.83
49309,2,Mobile,RoundTrip,13,6,11,Thu,OOLPNH,Australia,0,0,0,0,8.83
49310,2,Internet,RoundTrip,183,6,10,Wed,OOLPNH,Australia,1,1,1,0,8.83
49311,1,Internet,RoundTrip,53,6,2,Sun,OOLPNH,Cambodia,0,0,0,0,8.83
49312,2,Internet,RoundTrip,4,6,9,Thu,OOLPNH,Australia,1,0,1,0,8.83
49313,1,Internet,RoundTrip,9,6,9,Fri,OOLPNH,Australia,1,0,1,0,8.83
49314,1,Internet,RoundTrip,114,6,0,Mon,OOLPNH,Australia,1,1,1,0,8.83
49315,1,Internet,RoundTrip,16,6,5,Tue,OOLPNH,Australia,1,1,1,1,8.83
49316,1,Internet,RoundTrip,18,6,3,Sat,OOLPNH,Australia,0,0,0,0,8.83
49317,3,Internet,RoundTrip,338,6,10,Mon,OOLPUS,South Korea,0,0,0,0,8.83
49318,1,Internet,CircleTrip,27,6,11,Tue,OOLPUS,New Zealand,1,0,1,0,8.83
49319,1,Internet,RoundTrip,9,6,8,Thu,OOLPVG,China,0,0,0,0,8.83
49320,3,Mobile,RoundTrip,144,6,11,Thu,OOLPVG,Australia,1,0,1,0,8.83
49321,1,Internet,RoundTrip,372,6,13,Tue,OOLPVG,China,0,0,0,0,8.83
49322,1,Internet,RoundTrip,263,6,6,Sat,OOLPVG,China,1,0,0,0,8.83
49323,3,Internet,RoundTrip,348,6,0,Mon,OOLPVG,United States,0,0,0,0,8.83
49324,1,Internet,RoundTrip,372,6,4,Tue,OOLPVG,China,1,0,0,0,8.83
49325,2,Internet,RoundTrip,13,6,2,Mon,OOLREP,Australia,1,0,0,0,8.83
49326,2,Internet,RoundTrip,43,6,3,Mon,OOLREP,Australia,1,1,1,0,8.83
49327,2,Internet,RoundTrip,54,6,4,Wed,OOLREP,Australia,0,1,0,0,8.83
49328,2,Internet,RoundTrip,43,6,2,Mon,OOLREP,Australia,1,1,1,0,8.83
49329,2,Internet,RoundTrip,331,6,5,Sat,OOLREP,Australia,0,0,0,0,8.83
49330,2,Internet,RoundTrip,14,6,4,Mon,OOLREP,Australia,1,1,1,0,8.83
49331,1,Mobile,RoundTrip,13,6,11,Mon,OOLREP,Australia,1,0,1,0,8.83
49332,2,Internet,RoundTrip,142,6,6,Sat,OOLREP,Australia,0,0,0,0,8.83
49333,2,Internet,RoundTrip,20,6,3,Wed,OOLREP,Australia,1,1,1,1,8.83
49334,2,Internet,RoundTrip,87,6,22,Wed,OOLREP,Australia,0,0,0,0,8.83
49335,2,Internet,RoundTrip,326,6,13,Fri,OOLSBW,Malaysia,1,1,0,0,8.83
49336,1,Internet,RoundTrip,120,6,14,Sun,OOLSDK,Malaysia,0,0,0,0,8.83
49337,1,Internet,RoundTrip,119,6,12,Mon,OOLSDK,Malaysia,0,0,1,0,8.83
49338,4,Internet,RoundTrip,63,6,8,Sun,OOLSDK,Malaysia,1,1,1,0,8.83
49339,2,Internet,RoundTrip,1,6,19,Thu,OOLSGN,Australia,1,0,0,0,8.83
49340,1,Internet,RoundTrip,50,6,12,Tue,OOLSGN,Australia,1,0,0,0,8.83
49341,1,Internet,RoundTrip,185,6,3,Sat,OOLSGN,Australia,0,0,0,0,8.83
49342,1,Internet,RoundTrip,12,6,15,Thu,OOLSGN,Australia,0,0,1,0,8.83
49343,3,Internet,RoundTrip,6,6,3,Mon,OOLSGN,Australia,1,0,1,0,8.83
49344,1,Mobile,RoundTrip,7,6,3,Mon,OOLSGN,Australia,1,1,1,0,8.83
49345,2,Internet,RoundTrip,18,6,1,Sat,OOLSGN,Australia,1,1,1,0,8.83
49346,1,Mobile,RoundTrip,1,6,0,Sun,OOLSGN,Australia,1,0,0,0,8.83
49347,1,Internet,RoundTrip,38,6,0,Sat,OOLSGN,Australia,1,0,1,0,8.83
49348,1,Internet,RoundTrip,0,6,10,Thu,OOLSGN,Australia,1,0,0,0,8.83
49349,2,Internet,RoundTrip,39,6,2,Fri,OOLSGN,Australia,1,0,0,0,8.83
49350,2,Internet,RoundTrip,32,6,2,Thu,OOLSGN,Australia,1,1,1,0,8.83
49351,2,Internet,RoundTrip,232,6,9,Thu,OOLSGN,Australia,0,0,0,0,8.83
49352,1,Internet,RoundTrip,11,6,6,Fri,OOLSGN,Australia,0,1,0,0,8.83
49353,1,Internet,RoundTrip,29,6,11,Fri,OOLSGN,Australia,1,0,0,0,8.83
49354,1,Internet,RoundTrip,14,6,17,Thu,OOLSGN,Australia,0,0,0,0,8.83
49355,1,Internet,RoundTrip,5,6,1,Mon,OOLSGN,Australia,1,1,0,0,8.83
49356,2,Internet,RoundTrip,96,6,3,Wed,OOLSGN,Australia,1,0,1,0,8.83
49357,1,Internet,RoundTrip,13,6,11,Mon,OOLSGN,Australia,1,1,1,0,8.83
49358,1,Internet,RoundTrip,14,6,9,Thu,OOLSGN,Australia,0,0,0,0,8.83
49359,1,Internet,RoundTrip,5,6,11,Sat,OOLSGN,Australia,1,0,0,0,8.83
49360,2,Internet,RoundTrip,186,6,8,Sun,OOLSIN,Australia,0,0,0,0,8.83
49361,1,Internet,RoundTrip,99,6,13,Tue,OOLSIN,Singapore,1,0,1,1,8.83
49362,1,Internet,RoundTrip,27,6,1,Fri,OOLSIN,Australia,1,1,1,0,8.83
49363,1,Mobile,RoundTrip,104,6,3,Thu,OOLSIN,Australia,0,0,0,0,8.83
49364,2,Internet,RoundTrip,313,6,5,Sun,OOLSIN,Malaysia,0,0,1,1,8.83
49365,4,Internet,RoundTrip,113,6,13,Tue,OOLSIN,India,1,1,0,0,8.83
49366,1,Internet,RoundTrip,101,6,11,Fri,OOLSUB,Australia,0,0,0,0,8.83
49367,1,Internet,RoundTrip,40,6,6,Fri,OOLSZX,China,1,1,0,1,8.83
49368,2,Internet,RoundTrip,30,6,4,Sat,OOLSZX,China,0,0,1,0,8.83
49369,1,Internet,RoundTrip,0,6,7,Fri,OOLSZX,Australia,0,1,0,0,8.83
49370,2,Internet,RoundTrip,167,6,21,Mon,OOLTGG,Australia,0,0,0,0,8.83
49371,1,Mobile,RoundTrip,70,6,5,Sun,OOLTPE,Taiwan,0,0,1,0,8.83
49372,1,Internet,RoundTrip,61,6,13,Sun,OOLTPE,Taiwan,1,1,1,0,8.83
49373,4,Internet,RoundTrip,325,6,14,Wed,OOLTPE,Taiwan,0,0,0,0,8.83
49374,1,Internet,RoundTrip,27,6,12,Tue,OOLTPE,Australia,1,0,1,0,8.83
49375,2,Internet,RoundTrip,113,6,15,Thu,OOLTPE,Taiwan,1,1,1,0,8.83
49376,2,Internet,RoundTrip,22,6,14,Wed,OOLTPE,Taiwan,1,0,0,0,8.83
49377,1,Internet,RoundTrip,94,6,12,Fri,OOLTPE,Taiwan,1,0,0,0,8.83
49378,1,Internet,RoundTrip,23,6,5,Mon,OOLTPE,Australia,1,0,0,0,8.83
49379,1,Internet,RoundTrip,53,6,0,Wed,OOLTPE,Taiwan,1,0,1,0,8.83
49380,1,Internet,RoundTrip,74,6,20,Wed,OOLTPE,Taiwan,1,1,1,0,8.83
49381,3,Internet,RoundTrip,47,6,14,Mon,OOLTPE,Taiwan,1,1,1,0,8.83
49382,1,Internet,RoundTrip,79,6,12,Tue,OOLTPE,Taiwan,1,0,0,0,8.83
49383,4,Internet,RoundTrip,105,6,10,Mon,OOLTPE,India,1,0,0,0,8.83
49384,2,Internet,RoundTrip,111,6,13,Mon,OOLTPE,Taiwan,1,1,1,0,8.83
49385,2,Internet,RoundTrip,133,6,9,Mon,OOLTPE,India,0,0,0,0,8.83
49386,2,Internet,RoundTrip,119,6,12,Mon,OOLTPE,Taiwan,1,1,1,0,8.83
49387,2,Internet,RoundTrip,118,6,5,Tue,OOLTPE,Taiwan,1,0,0,0,8.83
49388,1,Mobile,RoundTrip,179,6,5,Sat,OOLTPE,Taiwan,0,0,1,0,8.83
49389,3,Internet,RoundTrip,54,6,10,Wed,OOLTPE,Taiwan,1,0,1,0,8.83
49390,1,Internet,RoundTrip,42,6,23,Mon,OOLTPE,Australia,1,0,1,0,8.83
49391,2,Internet,RoundTrip,9,6,11,Mon,OOLTPE,Taiwan,0,0,0,0,8.83
49392,1,Internet,RoundTrip,79,6,12,Tue,OOLTPE,Taiwan,1,0,0,0,8.83
49393,2,Internet,RoundTrip,111,6,16,Mon,OOLTPE,Taiwan,1,0,1,0,8.83
49394,1,Internet,RoundTrip,1,6,4,Tue,OOLTRZ,Australia,0,0,1,0,8.83
49395,1,Mobile,RoundTrip,67,6,9,Sun,OOLUTP,Australia,0,1,1,0,8.83
49396,3,Internet,RoundTrip,211,6,8,Tue,OOLUTP,Thailand,1,1,1,1,8.83
49397,1,Internet,RoundTrip,135,6,7,Thu,PEKPEN,Malaysia,1,1,1,0,6.42
49398,6,Internet,RoundTrip,330,6,0,Tue,PEKPEN,Malaysia,1,0,0,0,6.42
49399,1,Internet,RoundTrip,72,6,5,Mon,PEKPEN,Malaysia,1,0,1,1,6.42
49400,2,Internet,RoundTrip,10,6,3,Mon,PEKPEN,China,1,0,0,0,6.42
49401,4,Mobile,RoundTrip,29,6,2,Tue,PEKPEN,China,0,0,1,0,6.42
49402,1,Internet,RoundTrip,81,6,7,Sat,PEKPEN,Malaysia,0,0,0,0,6.42
49403,1,Internet,RoundTrip,11,6,8,Sat,PEKPEN,China,0,0,0,0,6.42
49404,2,Internet,RoundTrip,70,6,2,Tue,PEKPEN,China,0,0,0,0,6.42
49405,3,Mobile,RoundTrip,62,6,1,Thu,PEKPEN,China,1,0,0,0,6.42
49406,2,Internet,RoundTrip,12,6,2,Sun,PEKPEN,Malaysia,1,0,1,0,6.42
49407,4,Internet,RoundTrip,35,6,20,Tue,PEKPEN,China,1,0,0,0,6.42
49408,2,Internet,RoundTrip,33,6,9,Tue,PEKPEN,Malaysia,1,0,1,0,6.42
49409,2,Internet,RoundTrip,82,6,17,Thu,PEKPEN,Malaysia,1,0,0,0,6.42
49410,1,Internet,RoundTrip,29,6,13,Tue,PEKPEN,China,0,0,0,1,6.42
49411,1,Internet,RoundTrip,29,6,7,Tue,PEKPEN,China,0,0,0,0,6.42
49412,2,Internet,RoundTrip,113,6,6,Tue,PEKPEN,China,1,0,0,1,6.42
49413,1,Internet,RoundTrip,73,6,7,Fri,PEKPEN,Malaysia,0,0,0,1,6.42
49414,1,Internet,RoundTrip,135,6,7,Thu,PEKPEN,Malaysia,1,1,1,0,6.42
49415,1,Mobile,RoundTrip,46,6,8,Sun,PEKPEN,China,0,0,0,0,6.42
49416,7,Internet,RoundTrip,59,6,2,Mon,PEKPEN,Malaysia,1,0,0,0,6.42
49417,1,Internet,RoundTrip,128,6,0,Mon,PEKPEN,China,1,0,0,1,6.42
49418,1,Internet,RoundTrip,40,6,2,Thu,PEKPEN,China,0,0,0,0,6.42
49419,6,Internet,RoundTrip,331,6,14,Fri,PEKPEN,Malaysia,1,0,1,1,6.42
49420,1,Internet,RoundTrip,38,6,13,Wed,PEKPEN,Malaysia,0,1,1,1,6.42
49421,6,Internet,RoundTrip,138,6,8,Fri,PEKPEN,China,0,0,0,1,6.42
49422,1,Mobile,RoundTrip,56,6,6,Wed,PEKPEN,China,1,0,0,0,6.42
49423,3,Internet,RoundTrip,4,6,14,Tue,PEKPEN,China,0,0,0,0,6.42
49424,1,Internet,RoundTrip,95,6,14,Wed,PEKPEN,Singapore,1,0,0,1,6.42
49425,4,Internet,RoundTrip,66,6,11,Sun,PEKPEN,Malaysia,1,1,1,0,6.42
49426,7,Internet,RoundTrip,41,6,6,Sun,PEKPEN,Malaysia,1,1,1,1,6.42
49427,1,Internet,RoundTrip,22,6,8,Wed,PEKPEN,Malaysia,1,0,0,0,6.42
49428,1,Internet,RoundTrip,63,6,11,Thu,PEKPEN,China,1,0,0,1,6.42
49429,2,Internet,RoundTrip,96,6,8,Tue,PEKPEN,Malaysia,1,0,0,0,6.42
49430,6,Internet,RoundTrip,25,6,5,Sat,PEKPEN,Malaysia,1,0,0,1,6.42
49431,1,Internet,RoundTrip,34,6,1,Thu,PEKPEN,(not set),0,0,0,0,6.42
49432,2,Internet,RoundTrip,90,6,6,Sat,PEKPEN,China,1,1,1,1,6.42
49433,1,Internet,RoundTrip,42,6,9,Tue,PEKPEN,China,0,0,0,0,6.42
49434,1,Internet,RoundTrip,38,6,13,Wed,PEKPEN,Malaysia,1,1,1,1,6.42
49435,1,Internet,RoundTrip,85,6,15,Mon,PEKPER,Singapore,1,1,1,0,6.42
49436,1,Internet,RoundTrip,13,6,12,Thu,PEKPER,Australia,0,0,1,0,6.42
49437,2,Internet,RoundTrip,340,6,23,Fri,PEKREP,China,0,0,1,0,6.42
49438,1,Mobile,RoundTrip,62,6,16,Mon,PEKREP,China,0,1,0,0,6.42
49439,1,Internet,RoundTrip,262,6,17,Wed,PEKREP,China,0,0,0,0,6.42
49440,1,Internet,RoundTrip,52,6,10,Mon,PEKREP,China,1,0,0,0,6.42
49441,2,Internet,RoundTrip,58,6,9,Thu,PEKREP,China,1,0,0,0,6.42
49442,1,Mobile,RoundTrip,62,6,16,Mon,PEKREP,China,0,0,0,0,6.42
49443,1,Internet,RoundTrip,343,6,14,Tue,PEKREP,China,0,0,1,0,6.42
49444,1,Internet,RoundTrip,170,6,2,Tue,PEKREP,China,0,0,0,0,6.42
49445,2,Internet,RoundTrip,285,6,1,Mon,PEKREP,China,0,0,0,0,6.42
49446,1,Internet,RoundTrip,52,6,10,Mon,PEKREP,China,0,0,0,0,6.42
49447,5,Internet,RoundTrip,272,6,9,Sun,PEKSBW,Malaysia,1,0,1,1,6.42
49448,2,Internet,RoundTrip,43,6,6,Wed,PEKSIN,Singapore,0,0,0,1,6.42
49449,1,Internet,RoundTrip,134,6,13,Tue,PEKSIN,China,0,0,0,0,6.42
49450,1,Internet,RoundTrip,47,6,11,Fri,PEKSIN,China,0,0,0,0,6.42
49451,3,Internet,RoundTrip,206,6,11,Sat,PEKSIN,China,1,1,0,1,6.42
49452,1,Internet,RoundTrip,5,6,6,Fri,PEKSIN,China,0,0,0,0,6.42
49453,1,Internet,RoundTrip,1,6,10,Thu,PEKSIN,Singapore,1,1,1,0,6.42
49454,3,Internet,RoundTrip,178,6,13,Sat,PEKSIN,China,1,1,1,1,6.42
49455,2,Internet,RoundTrip,68,6,7,Fri,PEKSIN,China,0,0,1,1,6.42
49456,1,Internet,RoundTrip,108,6,13,Fri,PEKSIN,China,1,0,0,0,6.42
49457,2,Internet,RoundTrip,41,6,13,Sun,PEKSIN,Singapore,1,1,1,1,6.42
49458,2,Internet,RoundTrip,56,6,13,Fri,PEKSIN,China,1,0,0,0,6.42
49459,1,Internet,RoundTrip,49,6,12,Wed,PEKSIN,China,0,0,0,0,6.42
49460,2,Internet,RoundTrip,203,6,2,Wed,PEKSIN,China,0,0,0,0,6.42
49461,1,Internet,RoundTrip,27,6,16,Thu,PEKSIN,China,1,1,1,1,6.42
49462,3,Internet,RoundTrip,422,6,16,Sat,PEKSIN,Hong Kong,0,0,0,0,6.42
49463,5,Internet,RoundTrip,161,6,3,Fri,PEKSIN,China,1,0,0,0,6.42
49464,2,Internet,RoundTrip,19,6,13,Fri,PEKSIN,China,0,1,0,0,6.42
49465,1,Internet,RoundTrip,42,6,3,Tue,PEKSIN,Singapore,1,1,1,1,6.42
49466,1,Internet,RoundTrip,163,6,11,Mon,PEKSIN,China,0,0,0,0,6.42
49467,3,Internet,RoundTrip,68,6,1,Sat,PEKSIN,China,1,0,1,1,6.42
49468,2,Internet,RoundTrip,109,6,4,Sat,PEKSIN,China,0,0,1,1,6.42
49469,1,Mobile,RoundTrip,35,6,14,Mon,PEKSIN,Indonesia,1,0,0,0,6.42
49470,1,Internet,RoundTrip,48,6,5,Fri,PEKSIN,China,0,0,0,0,6.42
49471,2,Internet,RoundTrip,30,6,15,Thu,PEKSIN,China,1,0,0,0,6.42
49472,1,Internet,RoundTrip,45,6,15,Fri,PEKSIN,China,1,0,0,0,6.42
49473,1,Internet,RoundTrip,54,6,13,Wed,PEKSIN,Hong Kong,0,0,0,0,6.42
49474,1,Mobile,RoundTrip,2,6,9,Mon,PEKSIN,China,0,0,0,0,6.42
49475,1,Internet,RoundTrip,59,6,7,Wed,PEKSIN,China,0,0,0,0,6.42
49476,2,Internet,RoundTrip,70,6,8,Sat,PEKSIN,China,0,0,0,0,6.42
49477,2,Mobile,RoundTrip,306,6,1,Wed,PEKSUB,Indonesia,1,0,0,0,6.42
49478,1,Internet,RoundTrip,118,6,20,Sun,PEKSUB,Indonesia,1,0,0,1,6.42
49479,1,Mobile,RoundTrip,306,6,8,Wed,PEKSUB,Indonesia,0,0,0,0,6.42
49480,2,Internet,OneWay,42,6,5,Tue,PEKSUB,China,1,0,1,0,6.42
49481,1,Mobile,RoundTrip,306,6,9,Wed,PEKSUB,Indonesia,0,0,0,0,6.42
49482,1,Internet,RoundTrip,37,6,9,Mon,PEKSUB,China,0,0,0,0,6.42
49483,1,Mobile,RoundTrip,3,6,6,Sat,PEKSUB,Indonesia,0,0,0,0,6.42
49484,2,Internet,RoundTrip,17,6,10,Fri,PEKSUB,Singapore,1,0,0,0,6.42
49485,1,Internet,RoundTrip,42,6,9,Thu,PEKSUB,China,0,0,0,0,6.42
49486,1,Internet,RoundTrip,64,6,3,Fri,PEKSYD,Australia,0,0,1,0,8.58
49487,3,Internet,RoundTrip,182,6,1,Mon,PEKSYD,Japan,1,0,0,0,8.58
49488,2,Internet,RoundTrip,207,6,16,Sat,PEKSYD,China,0,0,0,0,8.58
49489,1,Internet,RoundTrip,8,6,15,Wed,PEKSYD,China,1,0,0,0,8.58
49490,3,Mobile,RoundTrip,22,6,16,Fri,PEKTGG,China,1,1,1,0,6.42
49491,1,Internet,RoundTrip,47,6,4,Sun,PEKTGG,China,1,1,0,0,6.42
49492,1,Mobile,RoundTrip,30,6,13,Wed,PEKTGG,China,1,1,1,0,6.42
49493,5,Internet,RoundTrip,56,6,9,Sun,PEKTGG,China,1,0,0,1,6.42
49494,3,Mobile,RoundTrip,242,6,8,Sat,PEKTGG,China,0,0,0,0,6.42
49495,1,Internet,RoundTrip,39,6,13,Mon,PEKTGG,China,1,0,0,0,6.42
49496,3,Internet,RoundTrip,320,6,2,Fri,PEKTGG,Thailand,0,0,0,0,6.42
49497,1,Internet,RoundTrip,46,6,0,Mon,PEKTGG,United States,1,1,1,0,6.42
49498,1,Mobile,RoundTrip,61,6,16,Wed,PEKTGG,China,1,0,0,0,6.42
49499,1,Internet,RoundTrip,286,6,14,Thu,PEKTGG,China,1,0,1,0,6.42
49500,2,Internet,RoundTrip,97,6,12,Sat,PEKTGG,China,0,0,0,0,6.42
49501,3,Internet,RoundTrip,405,6,2,Thu,PEKTGG,China,0,0,0,0,6.42
49502,2,Internet,RoundTrip,319,6,7,Sat,PEKTGG,China,0,0,0,0,6.42
49503,2,Internet,RoundTrip,2,6,7,Mon,PEKTGG,China,1,0,0,0,6.42
49504,1,Internet,RoundTrip,41,6,0,Sat,PEKTGG,China,0,0,0,0,6.42
49505,2,Mobile,RoundTrip,68,6,6,Wed,PEKTGG,China,1,0,0,1,6.42
49506,1,Internet,RoundTrip,281,6,6,Tue,PEKTRZ,India,0,0,0,1,6.42
49507,2,Internet,RoundTrip,40,6,14,Wed,PEKTWU,Hong Kong,1,0,0,0,6.42
49508,2,Internet,RoundTrip,207,6,6,Sun,PEKTWU,China,1,0,0,0,6.42
49509,2,Internet,RoundTrip,102,6,14,Sun,PEKTWU,China,0,0,1,0,6.42
49510,1,Internet,RoundTrip,24,6,14,Sat,PEKTWU,China,0,0,0,0,6.42
49511,2,Mobile,RoundTrip,320,6,1,Sun,PEKTWU,China,1,0,0,0,6.42
49512,2,Internet,RoundTrip,56,6,3,Thu,PEKTWU,Hong Kong,1,1,1,0,6.42
49513,1,Internet,RoundTrip,190,6,16,Tue,PEKTWU,China,0,0,0,0,6.42
49514,2,Internet,RoundTrip,42,6,10,Thu,PEKTWU,China,1,0,1,0,6.42
49515,1,Internet,RoundTrip,117,6,16,Thu,PEKTWU,China,1,0,0,1,6.42
49516,1,Internet,RoundTrip,35,6,2,Sat,PEKTWU,China,0,0,0,1,6.42
49517,2,Internet,RoundTrip,42,6,9,Thu,PEKTWU,China,1,0,0,1,6.42
49518,2,Internet,RoundTrip,199,6,5,Sun,PEKTWU,China,1,0,0,0,6.42
49519,2,Internet,RoundTrip,45,6,5,Sun,PEKTWU,China,1,0,1,1,6.42
49520,2,Internet,RoundTrip,23,6,3,Tue,PEKTWU,China,0,0,0,1,6.42
49521,2,Internet,RoundTrip,40,6,17,Tue,PEKTWU,China,1,0,0,0,6.42
49522,1,Internet,RoundTrip,51,6,3,Mon,PEKTWU,China,0,0,0,0,6.42
49523,2,Mobile,RoundTrip,41,6,16,Sun,PEKTWU,China,1,1,1,0,6.42
49524,3,Internet,RoundTrip,216,6,13,Fri,PEKTWU,China,0,0,1,0,6.42
49525,1,Mobile,RoundTrip,16,6,7,Fri,PEKTWU,China,1,0,0,0,6.42
49526,1,Mobile,RoundTrip,11,6,6,Tue,PEKTWU,China,1,1,1,0,6.42
49527,2,Internet,RoundTrip,56,6,18,Wed,PEKTWU,China,0,0,0,0,6.42
49528,2,Internet,RoundTrip,39,6,8,Mon,PEKTWU,China,1,0,0,0,6.42
49529,4,Internet,RoundTrip,92,6,9,Thu,PEKTWU,China,1,0,0,0,6.42
49530,1,Mobile,RoundTrip,85,6,4,Mon,PEKTWU,China,0,0,0,0,6.42
49531,1,Internet,RoundTrip,167,6,13,Sun,PEKTWU,China,1,0,0,0,6.42
49532,2,Internet,RoundTrip,94,6,0,Tue,PEKTWU,China,1,1,1,0,6.42
49533,2,Mobile,RoundTrip,424,6,15,Tue,PEKTWU,China,0,0,0,0,6.42
49534,2,Internet,RoundTrip,3,6,8,Mon,PEKTWU,Japan,0,0,0,1,6.42
49535,1,Internet,RoundTrip,85,6,4,Fri,PEKTWU,China,1,0,0,0,6.42
49536,5,Internet,RoundTrip,56,6,2,Tue,PEKTWU,China,1,0,0,0,6.42
49537,2,Internet,RoundTrip,12,6,12,Sun,PEKTWU,China,1,0,0,0,6.42
49538,1,Internet,RoundTrip,133,6,10,Mon,PEKTWU,Malaysia,0,1,0,0,6.42
49539,1,Mobile,RoundTrip,65,6,14,Sat,PEKTWU,China,1,0,0,0,6.42
49540,2,Internet,RoundTrip,245,6,3,Mon,PEKTWU,China,0,0,0,1,6.42
49541,1,Mobile,RoundTrip,108,6,14,Wed,PEKTWU,China,0,0,0,0,6.42
49542,1,Internet,RoundTrip,190,6,15,Tue,PEKTWU,China,0,0,0,0,6.42
49543,1,Internet,RoundTrip,146,6,10,Fri,PEKTWU,China,1,1,0,0,6.42
49544,1,Internet,RoundTrip,88,6,14,Wed,PEKTWU,China,0,1,1,0,6.42
49545,2,Mobile,RoundTrip,67,6,8,Fri,PEKTWU,China,0,0,1,0,6.42
49546,2,Internet,RoundTrip,137,6,9,Mon,PEKTWU,China,1,1,1,1,6.42
49547,8,Internet,RoundTrip,59,6,5,Thu,PEKTWU,China,0,0,0,0,6.42
49548,2,Mobile,RoundTrip,306,6,1,Sat,PEKTWU,China,0,0,0,0,6.42
49549,1,Internet,RoundTrip,9,6,15,Thu,PEKTWU,Thailand,1,1,0,0,6.42
49550,2,Internet,RoundTrip,90,6,7,Wed,PEKTWU,China,0,0,0,0,6.42
49551,1,Mobile,RoundTrip,28,6,12,Tue,PEKTWU,China,1,0,1,0,6.42
49552,2,Internet,RoundTrip,74,6,0,Mon,PEKTWU,China,1,0,0,0,6.42
49553,1,Internet,RoundTrip,31,6,1,Tue,PEKTWU,China,0,0,0,0,6.42
49554,2,Internet,RoundTrip,51,6,15,Wed,PEKTWU,China,1,0,0,1,6.42
49555,2,Internet,RoundTrip,46,6,11,Fri,PEKTWU,United States,0,0,0,0,6.42
49556,1,Internet,RoundTrip,23,6,0,Thu,PEKTWU,China,0,0,0,0,6.42
49557,4,Internet,RoundTrip,71,6,13,Thu,PEKTWU,China,1,0,0,0,6.42
49558,3,Internet,RoundTrip,18,6,19,Wed,PEKTWU,Netherlands,0,1,0,0,6.42
49559,2,Internet,RoundTrip,129,6,15,Tue,PEKTWU,China,1,1,1,0,6.42
